id_venda,data,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,quantidade,preco_unitario,desconto,receita,custo_unitario,lucro,regiao,cidade,canal_venda,vendedor,meta_venda,atingiu_meta,prazo_entrega_dias,status_entrega
744,2024-09-13,9,3,Cliente_109,Novo,0,Alta,Atacado,Smartphone,Telefonia,Delta,Padrão,7,4873.87,0.24,25928.9884,3547.78,1094.5283999999956,Sudeste,Rio de Janeiro,Online,Vendedor_15,36037.62,Não,12,Atrasado
745,2024-01-20,1,1,Cliente_058,Recorrente,7,Média,Varejo,Teclado,Periféricos,Alpha,Premium,2,5528.61,0.01,10946.6478,4107.69,2731.2678,Sul,Curitiba,Online,Vendedor_15,11942.09,Não,4,No prazo
746,2024-09-07,9,3,Cliente_089,Novo,0,Baixa,Atacado,Headset,Periféricos,Delta,Padrão,5,4619.23,0.25,17322.1125,3250.52,1069.512499999999,Sul,Curitiba,Online,Vendedor_03,22298.6,Não,5,No prazo
747,2024-09-15,9,3,Cliente_104,Recorrente,58,Baixa,Varejo,Teclado,Periféricos,Alpha,Padrão,8,3775.8,0.14,25977.504,2802.54,3557.184000000001,Nordeste,Recife,Online,Vendedor_17,28082.93,Não,10,Atrasado
748,2024-10-01,10,4,Cliente_106,Novo,4,Média,Atacado,Headset,Periféricos,Beta,Econômico,1,2345.62,0.17,1946.8646,1314.15,632.7145999999998,Sul,Curitiba,Online,Vendedor_12,2689.48,Não,7,No prazo
749,2024-06-05,6,2,Cliente_129,Recorrente,35,Alta,Varejo,Monitor,Informática,Gamma,Econômico,5,2438.96,0.06,11463.112,1568.5,3620.611999999999,Norte,Manaus,Online,Vendedor_10,11822.8,Não,9,Atrasado
750,2024-09-13,9,3,Cliente_005,Recorrente,46,Média,Atacado,Notebook,Informática,Alpha,Econômico,8,1767.99,0.1,12729.528,1550.07,328.9680000000008,Sudeste,Rio de Janeiro,Online,Vendedor_19,16875.13,Não,7,No prazo
751,2024-05-18,5,2,Cliente_120,Recorrente,50,Alta,Varejo,Notebook,Informática,Beta,Premium,9,4612.51,0.04,39852.0864,2444.03,17855.8164,Sudeste,Rio de Janeiro,Loja,Vendedor_11,41788.88,Não,10,Atrasado
752,2024-07-03,7,3,Cliente_107,Novo,4,Alta,Varejo,Mouse,Periféricos,Alpha,Econômico,6,5495.69,0.01,32644.3986,4850.81,3539.5386,Norte,Belém,Loja,Vendedor_03,31008.03,Sim,3,No prazo
753,2024-03-18,3,1,Cliente_057,Novo,5,Média,Varejo,Smartphone,Telefonia,Gamma,Econômico,9,2107.77,0.03,18400.8321,1353.46,6219.6921,Sudeste,São Paulo,Loja,Vendedor_20,21982.97,Não,5,No prazo
754,2024-03-08,3,1,Cliente_046,Novo,1,Baixa,Varejo,Notebook,Informática,Delta,Premium,3,987.16,0.21,2339.5692,657.09,368.2991999999999,Sul,Curitiba,Online,Vendedor_06,3425.29,Não,14,Atrasado
755,2024-06-04,6,2,Cliente_033,Recorrente,29,Alta,Atacado,Mouse,Periféricos,Gamma,Padrão,1,1936.68,0.12,1704.2784,1170.55,533.7284000000002,Norte,Belém,Online,Vendedor_10,2136.93,Não,11,Atrasado
756,2024-03-17,3,1,Cliente_060,Recorrente,4,Alta,Atacado,Notebook,Informática,Beta,Padrão,1,1553.78,0.09,1413.9398,868.7,545.2398000000001,Sudeste,São Paulo,Online,Vendedor_11,1616.42,Não,12,Atrasado
757,2024-01-08,1,1,Cliente_025,Novo,1,Baixa,Varejo,Headset,Periféricos,Beta,Padrão,6,5392.63,0.19,26208.1818,4312.07,335.76180000000386,Sul,Porto Alegre,Loja,Vendedor_18,33452.71,Não,2,No prazo
758,2024-12-19,12,4,Cliente_185,Novo,2,Baixa,Varejo,Smartphone,Telefonia,Delta,Econômico,10,3423.81,0.19,27732.861,1963.8,8094.861000000001,Norte,Manaus,Online,Vendedor_20,31490.81,Não,1,No prazo
759,2024-12-16,12,4,Cliente_087,Novo,0,Alta,Atacado,Headset,Periféricos,Delta,Econômico,1,1470.37,0.05,1396.8514999999998,979.98,416.8714999999997,Centro-Oeste,Brasília,Online,Vendedor_15,1753.18,Não,10,Atrasado
760,2024-10-08,10,4,Cliente_078,Novo,2,Média,Atacado,Teclado,Periféricos,Delta,Econômico,8,4720.75,0.07,35122.38,3398.69,7932.859999999997,Centro-Oeste,Goiânia,Online,Vendedor_18,39269.74,Não,14,Atrasado
761,2024-10-21,10,4,Cliente_127,Novo,3,Baixa,Varejo,Tablet,Informática,Alpha,Econômico,6,1630.57,0.18,8022.4044,864.13,2837.6244000000006,Nordeste,Salvador,Online,Vendedor_18,9612.71,Não,8,Atrasado
762,2024-04-01,4,2,Cliente_176,Novo,0,Baixa,Varejo,Teclado,Periféricos,Gamma,Padrão,4,1099.7775722543352,0.135,3805.2304,789.81,645.9904000000001,Nordeste,Recife,Loja,Vendedor_05,4481.98,Não,11,Atrasado
763,2024-04-22,4,2,Cliente_130,Novo,3,Baixa,Atacado,Headset,Periféricos,Gamma,Padrão,5,5712.3,0.2,22849.2,3059.08,7553.800000000001,Centro-Oeste,Brasília,Loja,Vendedor_01,30659.74,Não,9,Atrasado
764,2024-07-04,7,3,Cliente_032,Recorrente,16,Baixa,Atacado,Monitor,Informática,Alpha,Padrão,10,5093.2,0.15,43292.2,2934.59,13946.299999999996,Sudeste,São Paulo,Online,Vendedor_01,51338.81,Não,14,Atrasado
765,2024-08-19,8,3,Cliente_018,Recorrente,35,Alta,Varejo,Mouse,Periféricos,Beta,Premium,10,5430.78,0.16,45618.552,2829.29,17325.651999999995,Sul,Curitiba,Online,Vendedor_19,59181.58,Não,12,Atrasado
766,2024-04-20,4,2,Cliente_052,Recorrente,56,Baixa,Atacado,Teclado,Periféricos,Alpha,Econômico,6,3431.54,0.24,15647.8224,2889.84,-1691.2176000000018,Nordeste,Recife,Loja,Vendedor_07,21466.47,Não,12,Atrasado
767,2024-06-08,6,2,Cliente_098,Novo,0,Média,Atacado,Teclado,Periféricos,Delta,Premium,5,2137.48,0.16,8977.416,1279.15,2581.6659999999997,Norte,Belém,Online,Vendedor_14,11974.35,Não,14,Atrasado
768,2024-08-15,8,3,Cliente_200,Novo,2,Alta,Varejo,Tablet,Informática,Beta,Econômico,2,3123.03,0.0,6246.06,2191.99,1862.0800000000008,Centro-Oeste,Goiânia,Loja,Vendedor_18,6755.46,Não,9,Atrasado
769,2024-11-26,11,4,Cliente_121,Recorrente,29,Baixa,Atacado,Tablet,Informática,Beta,Econômico,10,2367.62,0.25,17757.149999999998,1903.9,-1281.8500000000022,Nordeste,Salvador,Loja,Vendedor_03,21704.15,Não,11,Atrasado
770,2024-12-04,12,4,Cliente_025,Novo,2,Alta,Varejo,Monitor,Informática,Alpha,Premium,8,1886.87,0.11,13434.5144,1692.68,-106.92560000000049,Sul,Curitiba,Online,Vendedor_12,15085.87,Não,11,Atrasado
771,2024-02-23,2,1,Cliente_109,Recorrente,19,Alta,Varejo,Monitor,Informática,Delta,Premium,5,284.03,0.21,1121.9185,231.51,-35.63149999999996,Centro-Oeste,Brasília,Online,Vendedor_10,1610.1,Não,10,Atrasado
772,2024-06-10,6,2,Cliente_111,Recorrente,53,Baixa,Atacado,Monitor,Informática,Beta,Econômico,7,2722.52,0.19,15436.6884,1443.36,5333.168400000002,Sul,Porto Alegre,Online,Vendedor_03,17893.16,Não,14,Atrasado
773,2024-08-12,8,3,Cliente_068,Recorrente,50,Alta,Atacado,Impressora,Informática,Delta,Padrão,3,1079.16,0.19,2622.3588000000004,884.36,-30.7211999999995,Centro-Oeste,Brasília,Online,Vendedor_15,3821.09,Não,6,No prazo
774,2024-07-17,7,3,Cliente_079,Novo,0,Alta,Atacado,Impressora,Informática,Gamma,Premium,11,1456.66,0.04,15382.3296,852.73,6002.299599999999,Norte,Belém,Online,Vendedor_16,17619.78,Não,6,No prazo
775,2024-04-30,4,2,Cliente_123,Recorrente,34,Média,Atacado,Impressora,Informática,Alpha,Econômico,11,5389.02,0.08,54536.8824,4034.78,10154.3024,Nordeste,Recife,Loja,Vendedor_13,53697.5,Sim,13,Atrasado
776,2024-04-24,4,2,Cliente_039,Recorrente,30,Média,Atacado,Tablet,Informática,Delta,Econômico,4,1295.61,0.18,4249.6008,1121.84,-237.7591999999995,Sul,Curitiba,Loja,Vendedor_11,5613.42,Não,9,Atrasado
777,2024-01-14,1,1,Cliente_095,Novo,4,Baixa,Varejo,Headset,Periféricos,Delta,Premium,9,5538.99,0.12,43868.8008,3901.6,8754.400799999996,Norte,Manaus,Loja,Vendedor_11,50412.39,Não,3,No prazo
778,2024-03-13,3,1,Cliente_177,Novo,3,Média,Varejo,Headset,Periféricos,Beta,Premium,5,2299.85,0.23,8854.4225,1963.39,-962.5275,Sudeste,São Paulo,Online,Vendedor_18,10999.26,Não,14,Atrasado
779,2024-11-01,11,4,Cliente_130,Recorrente,2,Média,Atacado,Smartphone,Telefonia,Gamma,Padrão,1,4846.92,0.23,3732.1284,3141.34,590.7883999999999,Sudeste,Rio de Janeiro,Online,Vendedor_09,4554.59,Não,12,Atrasado
780,2024-03-01,3,1,Cliente_141,Recorrente,4,Alta,Varejo,Monitor,Informática,Beta,Padrão,2,5612.7,0.03,10888.638,3061.42,4765.797999999999,Centro-Oeste,Goiânia,Online,Vendedor_16,11848.56,Não,13,Atrasado
781,2024-11-11,11,4,Cliente_092,Novo,4,Baixa,Atacado,Smartphone,Telefonia,Delta,Premium,2,563.63,0.05,1070.897,302.69,465.517,Centro-Oeste,Goiânia,Online,Vendedor_16,1031.27,Sim,2,No prazo
782,2024-03-18,3,1,Cliente_013,Recorrente,3,Baixa,Varejo,Smartphone,Telefonia,Delta,Padrão,6,731.16,0.21,3465.6984,416.78,965.0184000000004,Centro-Oeste,Goiânia,Online,Vendedor_19,4457.99,Não,2,No prazo
783,2024-05-29,5,2,Cliente_028,Recorrente,47,Baixa,Atacado,Impressora,Informática,Beta,Econômico,4,2693.3,0.11,9588.148,1572.27,3299.068000000001,Sudeste,Rio de Janeiro,Loja,Vendedor_08,12336.78,Não,14,Atrasado
784,2024-05-25,5,2,Cliente_043,Recorrente,3,Alta,Varejo,Teclado,Periféricos,Alpha,Padrão,2,5649.38,0.05,10733.822,3292.99,4147.842000000001,Sul,Curitiba,Online,Vendedor_20,11249.63,Não,8,Atrasado
785,2024-12-30,12,4,Cliente_138,Novo,0,Alta,Atacado,Impressora,Informática,Beta,Padrão,10,1398.59,0.08,12867.028,781.35,5053.528,Norte,Manaus,Loja,Vendedor_10,15731.58,Não,8,Atrasado
786,2024-02-15,2,1,Cliente_116,Recorrente,53,Média,Varejo,Notebook,Informática,Gamma,Padrão,9,4764.83,0.02,42025.8006,4137.19,4791.090600000003,Norte,Manaus,Loja,Vendedor_04,41972.34,Sim,1,No prazo
787,2024-05-12,5,2,Cliente_081,Novo,1,Baixa,Atacado,Tablet,Informática,Beta,Premium,7,2141.35,0.14,12890.927,1645.04,1375.6470000000008,Nordeste,Recife,Loja,Vendedor_17,17149.84,Não,3,No prazo
788,2024-04-18,4,2,Cliente_198,Recorrente,17,Baixa,Atacado,Headset,Periféricos,Beta,Econômico,3,1789.23,0.23,4133.121300000001,988.87,1166.5113000000006,Nordeste,Recife,Online,Vendedor_03,5887.75,Não,6,No prazo
789,2024-06-17,6,2,Cliente_013,Novo,3,Baixa,Atacado,Smartphone,Telefonia,Delta,Econômico,8,5086.97,0.21,32149.6504,4398.82,-3040.9095999999954,Nordeste,Salvador,Online,Vendedor_03,40303.83,Não,11,Atrasado
790,2024-01-01,1,1,Cliente_149,Novo,3,Média,Atacado,Headset,Periféricos,Gamma,Econômico,2,4720.54,0.06,8874.6152,3589.86,1694.8952,Norte,Manaus,Loja,Vendedor_03,8667.43,Sim,11,Atrasado
791,2024-07-13,7,3,Cliente_061,Recorrente,30,Baixa,Atacado,Mouse,Periféricos,Alpha,Econômico,9,3247.62,0.19,23675.1498,2598.72,286.66979999999967,Sudeste,São Paulo,Online,Vendedor_11,27078.28,Não,2,No prazo
792,2024-06-13,6,2,Cliente_055,Recorrente,5,Baixa,Varejo,Mouse,Periféricos,Alpha,Premium,2,5932.53,0.08,10915.8552,3985.97,2943.9152000000004,Sudeste,São Paulo,Online,Vendedor_01,11807.04,Não,7,No prazo
793,2024-08-11,8,3,Cliente_068,Recorrente,34,Alta,Varejo,Tablet,Informática,Alpha,Econômico,1,4247.88,0.22,3313.3464000000004,2127.57,1185.7764000000002,Norte,Manaus,Online,Vendedor_04,4847.74,Não,5,No prazo
794,2024-09-24,9,3,Cliente_051,Novo,1,Alta,Atacado,Mouse,Periféricos,Beta,Premium,9,2528.81,0.14,19572.9894,1572.89,5416.979400000002,Sul,Curitiba,Online,Vendedor_04,25113.85,Não,4,No prazo
795,2024-01-22,1,1,Cliente_065,Novo,4,Média,Atacado,Smartphone,Telefonia,Beta,Econômico,8,1212.21,0.2,7758.144,648.69,2568.624,Norte,Manaus,Loja,Vendedor_12,10272.17,Não,1,No prazo
796,2024-11-11,11,4,Cliente_095,Recorrente,12,Baixa,Atacado,Impressora,Informática,Alpha,Premium,11,4139.67,0.22,35518.3686,2366.26,9489.5086,Nordeste,Salvador,Loja,Vendedor_19,51524.68,Não,2,No prazo
797,2024-03-29,3,1,Cliente_183,Recorrente,1,Baixa,Varejo,Headset,Periféricos,Delta,Econômico,1,5477.68,0.18,4491.6976,4076.67,415.0276000000004,Norte,Belém,Online,Vendedor_17,5483.02,Não,4,No prazo
798,2024-03-09,3,1,Cliente_024,Recorrente,7,Alta,Atacado,Teclado,Periféricos,Gamma,Premium,5,2942.73,0.12,12948.012,1996.97,2963.1620000000003,Sul,Porto Alegre,Online,Vendedor_09,16210.33,Não,11,Atrasado
799,2024-11-02,11,4,Cliente_092,Recorrente,12,Baixa,Atacado,Tablet,Informática,Alpha,Premium,8,1103.94,0.13,7683.4224,652.76,2461.3424000000005,Nordeste,Recife,Loja,Vendedor_05,8489.27,Não,7,No prazo
800,2024-12-12,12,4,Cliente_174,Novo,1,Baixa,Atacado,Teclado,Periféricos,Gamma,Econômico,3,5396.43,0.03,15703.6113,3724.55,4529.961299999999,Centro-Oeste,Goiânia,Loja,Vendedor_20,14639.44,Sim,12,Atrasado
801,2024-05-04,5,2,Cliente_059,Recorrente,23,Média,Varejo,Impressora,Informática,Gamma,Premium,2,5830.85,0.21,9212.743,4868.43,-524.1170000000002,Centro-Oeste,Goiânia,Loja,Vendedor_19,13581.97,Não,2,No prazo
802,2024-03-11,3,1,Cliente_164,Novo,4,Média,Atacado,Smartphone,Telefonia,Alpha,Econômico,8,3008.6,0.16,20217.792,2047.58,3837.151999999998,Sul,Porto Alegre,Loja,Vendedor_18,25752.02,Não,2,No prazo
803,2024-11-24,11,4,Cliente_119,Recorrente,54,Baixa,Varejo,Headset,Periféricos,Delta,Econômico,3,2217.18,0.07,6185.932199999998,1375.98,2057.992199999998,Sul,Porto Alegre,Loja,Vendedor_13,7106.78,Não,2,No prazo
804,2024-02-23,2,1,Cliente_141,Novo,5,Alta,Atacado,Notebook,Informática,Gamma,Padrão,10,3330.82,0.25,24981.15,2588.24,-901.2499999999964,Nordeste,Salvador,Loja,Vendedor_08,32290.84,Não,8,Atrasado
805,2024-09-13,9,3,Cliente_027,Recorrente,13,Alta,Varejo,Tablet,Informática,Alpha,Padrão,10,3458.8,0.03,33550.36,2255.31,10997.260000000002,Norte,Belém,Online,Vendedor_13,32114.26,Sim,2,No prazo
806,2024-06-28,6,2,Cliente_174,Recorrente,20,Baixa,Varejo,Impressora,Informática,Alpha,Premium,1,4541.96,0.14,3906.0856,3259.51,646.5755999999997,Nordeste,Salvador,Online,Vendedor_07,5196.34,Não,14,Atrasado
807,2024-05-22,5,2,Cliente_149,Novo,2,Baixa,Atacado,Smartphone,Telefonia,Gamma,Padrão,6,4452.91,0.07,24847.2378,2904.43,7420.657800000001,Sudeste,Rio de Janeiro,Online,Vendedor_04,27050.71,Não,9,Atrasado
808,2024-10-02,10,4,Cliente_039,Novo,4,Média,Atacado,Smartphone,Telefonia,Delta,Econômico,8,214.43,0.22,1338.0432,188.35,-168.75679999999988,Sul,Porto Alegre,Online,Vendedor_07,1579.21,Não,6,No prazo
809,2024-06-19,6,2,Cliente_021,Recorrente,39,Média,Atacado,Tablet,Informática,Alpha,Econômico,7,3806.19,0.08,24511.863600000004,2635.38,6064.203600000004,Sul,Porto Alegre,Online,Vendedor_18,25875.42,Não,3,No prazo
810,2024-01-10,1,1,Cliente_057,Recorrente,57,Alta,Atacado,Tablet,Informática,Delta,Premium,10,3919.18,0.18,32137.276,3247.09,-333.62400000000343,Centro-Oeste,Brasília,Loja,Vendedor_14,41137.84,Não,3,No prazo
811,2024-07-14,7,3,Cliente_169,Recorrente,47,Média,Atacado,Teclado,Outros,Beta,Econômico,10,1980.47,0.1,17824.23,1373.63,4087.9299999999994,Nordeste,Recife,Online,Vendedor_09,23497.73,Não,9,Atrasado
812,2024-02-18,2,1,Cliente_125,Novo,0,Baixa,Varejo,Impressora,Informática,Alpha,Padrão,9,4627.379999999999,0.14,35815.9212,2782.68,10771.801199999998,Centro-Oeste,Goiânia,Loja,Vendedor_02,47777.35,Não,9,Atrasado
813,2024-07-27,7,3,Cliente_121,Novo,3,Alta,Varejo,Headset,Periféricos,Delta,Premium,5,1914.18,0.09,8709.519,1367.22,1873.419,Nordeste,Salvador,Loja,Vendedor_10,10174.64,Não,6,No prazo
814,2024-07-20,7,3,Cliente_090,Novo,0,Alta,Atacado,Smartphone,Telefonia,Delta,Padrão,1,1957.72,0.22,1527.0216,1072.74,454.2816,Nordeste,Recife,Online,Vendedor_09,1886.75,Não,3,No prazo
815,2024-03-03,3,1,Cliente_030,Recorrente,54,Média,Varejo,Smartphone,Telefonia,Gamma,Econômico,5,2802.27,0.25,10508.5125,2341.54,-1199.1875,Sudeste,São Paulo,Loja,Vendedor_10,14244.21,Não,13,Atrasado
816,2024-09-03,9,3,Cliente_020,Recorrente,34,Alta,Atacado,Monitor,Informática,Gamma,Econômico,8,2244.51,0.19,14544.424800000004,1583.28,1878.1848000000027,Sudeste,Rio de Janeiro,Loja,Vendedor_14,18328.68,Não,10,Atrasado
817,2024-02-13,2,1,Cliente_016,Novo,5,Alta,Atacado,Impressora,Informática,Alpha,Econômico,1,922.42,0.23,710.2633999999999,485.99,224.27339999999992,Centro-Oeste,Goiânia,Loja,Vendedor_08,966.04,Não,14,Atrasado
818,2024-05-27,5,2,Cliente_132,Recorrente,21,Alta,Varejo,Notebook,Informática,Gamma,Econômico,8,108.29,0.07,805.6776,78.1,180.87760000000003,Sul,Porto Alegre,Online,Vendedor_04,790.43,Sim,2,No prazo
819,2024-02-29,2,1,Cliente_094,Recorrente,56,Baixa,Atacado,Mouse,Outros,Gamma,Econômico,5,5246.5,0.1,23609.25,3992.52,3646.6500000000015,Sul,Curitiba,Online,Vendedor_20,27757.05,Não,8,Atrasado
820,2024-04-19,4,2,Cliente_156,Recorrente,28,Média,Atacado,Monitor,Informática,Alpha,Premium,9,2458.02,0.03,21458.5146,1995.99,3494.6045999999988,Nordeste,Recife,Loja,Vendedor_18,25571.74,Não,6,No prazo
821,2024-01-17,1,1,Cliente_049,Recorrente,24,Baixa,Atacado,Mouse,Periféricos,Beta,Econômico,10,839.05,0.16,7048.02,539.99,1648.12,Sul,Curitiba,Loja,Vendedor_01,8269.45,Não,6,No prazo
822,2024-05-22,5,2,Cliente_035,Novo,2,Média,Atacado,Monitor,Informática,Beta,Econômico,7,2434.44,0.23,13121.631600000002,1400.61,3317.361600000004,Centro-Oeste,Goiânia,Online,Vendedor_18,19401.65,Não,2,No prazo
823,2024-11-29,11,4,Cliente_052,Recorrente,49,Alta,Atacado,Impressora,Informática,Beta,Padrão,2,2242.22,0.22,3497.8632,1196.44,1104.9831999999997,Norte,Belém,Loja,Vendedor_18,4359.4,Não,2,No prazo
824,2024-08-15,8,3,Cliente_045,Novo,3,Alta,Atacado,Notebook,Informática,Alpha,Econômico,6,2039.74,0.08,11259.3648,1825.21,308.104800000001,Sudeste,Rio de Janeiro,Loja,Vendedor_12,14567.84,Não,14,Atrasado
825,2024-01-27,1,1,Cliente_135,Recorrente,2,Alta,Atacado,Smartphone,Telefonia,Beta,Premium,7,3378.87,0.2,18921.672,2396.54,2145.8920000000035,Sudeste,Rio de Janeiro,Online,Vendedor_07,23232.56,Não,7,No prazo
826,2024-06-09,6,2,Cliente_036,Novo,0,Média,Varejo,Tablet,Informática,Alpha,Padrão,7,88.57,0.14,533.1914,71.77,30.801400000000054,Sudeste,São Paulo,Online,Vendedor_09,697.84,Não,2,No prazo
827,2024-06-26,6,2,Cliente_134,Recorrente,10,Média,Atacado,Headset,Periféricos,Alpha,Padrão,10,4594.14,0.07,42725.502,3826.13,4464.2019999999975,Sudeste,Rio de Janeiro,Online,Vendedor_17,52806.88,Não,2,No prazo
828,2024-04-18,4,2,Cliente_089,Recorrente,49,Baixa,Atacado,Monitor,Informática,Beta,Premium,9,3390.1,0.17,25324.047,2989.78,-1583.9730000000018,Centro-Oeste,Goiânia,Online,Vendedor_10,27860.26,Não,1,No prazo
829,2024-12-05,12,4,Cliente_126,Recorrente,32,Alta,Atacado,Headset,Periféricos,Beta,Padrão,9,4449.56,0.18,32837.7528,3174.61,4266.2628,Sul,Curitiba,Loja,Vendedor_10,36676.9,Não,9,Atrasado
830,2024-12-23,12,4,Cliente_022,Recorrente,6,Média,Atacado,Monitor,Informática,Delta,Premium,4,3697.25,0.19,11979.09,2210.66,3136.4500000000007,Sul,Porto Alegre,Online,Vendedor_16,17116.82,Não,2,No prazo
831,2024-01-12,1,1,Cliente_060,Recorrente,20,Baixa,Varejo,Tablet,Informática,Gamma,Econômico,11,1921.23,0.25,15850.1475,1599.94,-1749.192500000001,Sul,Curitiba,Online,Vendedor_15,24738.16,Não,4,No prazo
832,2024-06-06,6,2,Cliente_196,Recorrente,32,Alta,Atacado,Tablet,Informática,Gamma,Econômico,6,1312.2,0.07,7322.076,1111.05,655.7760000000007,Norte,Belém,Online,Vendedor_12,7999.24,Não,2,No prazo
833,2024-12-03,12,4,Cliente_096,Recorrente,42,Baixa,Atacado,Impressora,Informática,Gamma,Econômico,10,1141.81,0.15,9705.384999999998,945.68,248.58499999999916,Norte,Manaus,Loja,Vendedor_17,13254.88,Não,10,Atrasado
834,2024-01-11,1,1,Cliente_117,Novo,5,Média,Varejo,Teclado,Periféricos,Alpha,Econômico,4,4838.45,0.17,16063.654,2688.35,5310.253999999999,Nordeste,Salvador,Loja,Vendedor_01,22826.89,Não,4,No prazo
835,2024-11-27,11,4,Cliente_036,Recorrente,24,Média,Atacado,Tablet,Informática,Beta,Padrão,7,5104.29,0.2,28584.024,3309.47,5417.734000000004,Centro-Oeste,Brasília,Online,Vendedor_18,35922.23,Não,13,Atrasado
836,2024-02-29,2,1,Cliente_150,Recorrente,11,Alta,Atacado,Impressora,Informática,Gamma,Econômico,4,3211.98,0.03,12462.4824,2644.05,1886.2823999999985,Norte,Belém,Loja,Vendedor_02,14180.87,Não,14,Atrasado
837,2024-05-11,5,2,Cliente_040,Novo,5,Baixa,Atacado,Smartphone,Telefonia,Beta,Premium,8,1227.08,0.01,9718.4736,1055.54,1274.1535999999996,Nordeste,Recife,Online,Vendedor_13,10659.29,Não,6,No prazo
838,2024-04-24,4,2,Cliente_036,Novo,4,Baixa,Varejo,Tablet,Informática,Gamma,Econômico,5,3733.575348837209,0.14,16054.373999999998,2212.02,4994.273999999998,Norte,Manaus,Online,Vendedor_18,21660.28,Não,13,Atrasado
839,2024-01-01,1,1,Cliente_181,Recorrente,41,Média,Varejo,Impressora,Informática,Gamma,Econômico,5,5626.45,0.16,23631.09,4446.46,1398.7900000000009,Sul,Porto Alegre,Loja,Vendedor_17,29142.33,Não,9,Atrasado
840,2024-05-11,5,2,Cliente_048,Novo,4,Média,Atacado,Notebook,Informática,Delta,Premium,5,912.68,0.05,4335.23,488.76,1891.4299999999996,Sul,Porto Alegre,Online,Vendedor_18,4342.57,Não,6,No prazo
841,2024-05-19,5,2,Cliente_043,Recorrente,30,Baixa,Varejo,Monitor,Informática,Alpha,Econômico,2,882.43,0.21,1394.2394,654.52,85.19939999999997,Nordeste,Salvador,Online,Vendedor_18,2055.94,Não,5,No prazo
842,2024-07-22,7,3,Cliente_122,Novo,2,Baixa,Varejo,Headset,Periféricos,Beta,Econômico,7,567.88,0.14,3418.6376,338.87,1046.5476,Sudeste,Rio de Janeiro,Online,Vendedor_04,4506.04,Não,5,No prazo
843,2024-09-29,9,3,Cliente_180,Novo,4,Baixa,Atacado,Headset,Periféricos,Alpha,Premium,9,1002.99,0.24,6860.4516,552.54,1887.5916000000009,Sul,Porto Alegre,Online,Vendedor_13,8898.31,Não,2,No prazo
844,2024-07-04,7,3,Cliente_012,Recorrente,9,Alta,Atacado,Impressora,Informática,Alpha,Premium,6,5291.7,0.08,29210.184,3153.58,10288.703999999998,Sudeste,Rio de Janeiro,Loja,Vendedor_17,34727.76,Não,9,Atrasado
845,2024-10-24,10,4,Cliente_136,Novo,4,Média,Varejo,Monitor,Informática,Gamma,Padrão,7,5193.9,0.24,27631.547999999995,3481.96,3257.827999999994,Norte,Manaus,Loja,Vendedor_20,33338.76,Não,10,Atrasado
846,2024-02-25,2,1,Cliente_062,Novo,3,Baixa,Atacado,Impressora,Informática,Delta,Padrão,7,4740.64,0.03,32188.945600000003,2531.89,14465.715600000003,Sudeste,São Paulo,Online,Vendedor_17,38396.35,Não,11,Atrasado
847,2024-03-22,3,1,Cliente_096,Novo,2,Baixa,Atacado,Tablet,Informática,Alpha,Econômico,10,4199.96,0.23,32339.692,3496.92,-2629.507999999998,Sul,Curitiba,Online,Vendedor_18,39224.16,Não,5,No prazo
848,2024-10-26,10,4,Cliente_048,Novo,3,Média,Varejo,Mouse,Periféricos,Alpha,Premium,4,2181.27,0.03,8463.3276,1200.12,3662.847600000001,Sudeste,Rio de Janeiro,Loja,Vendedor_03,9069.41,Não,13,Atrasado
849,2024-07-31,7,3,Cliente_192,Novo,3,Média,Atacado,Impressora,Informática,Gamma,Padrão,10,1207.73,0.05,11473.435,804.93,3424.135,Norte,Manaus,Online,Vendedor_16,12061.25,Não,4,No prazo
850,2024-03-08,3,1,Cliente_107,Novo,4,Média,Atacado,Tablet,Informática,Delta,Econômico,11,1791.22,0.2,15762.736000000004,1455.8,-251.06399999999667,Nordeste,Recife,Loja,Vendedor_13,21400.27,Não,13,Atrasado
851,2024-06-30,6,2,Cliente_121,Recorrente,47,Alta,Atacado,Notebook,Informática,Delta,Padrão,2,2708.25,0.23,4170.705,1940.46,289.78499999999985,Nordeste,Recife,Loja,Vendedor_01,5463.47,Não,10,Atrasado
852,2024-05-07,5,2,Cliente_017,Novo,3,Baixa,Varejo,Monitor,Informática,Gamma,Padrão,6,2750.02,0.21,13035.0948,1816.25,2137.594799999999,Sul,Porto Alegre,Online,Vendedor_12,17488.24,Não,6,No prazo
853,2024-02-03,2,1,Cliente_083,Recorrente,36,Alta,Varejo,Tablet,Informática,Alpha,Premium,11,3818.05,0.09,38218.6805,2096.16,15160.920500000004,Nordeste,Salvador,Loja,Vendedor_07,41185.62,Não,3,No prazo
854,2024-10-11,10,4,Cliente_154,Novo,3,Alta,Varejo,Impressora,Informática,Beta,Premium,7,3300.97,0.13,20102.9073,2459.32,2887.6672999999973,Norte,Manaus,Loja,Vendedor_10,20981.76,Não,12,Atrasado
855,2024-08-18,8,3,Cliente_136,Novo,5,Baixa,Atacado,Tablet,Informática,Beta,Padrão,8,98.43,0.17,653.5752,58.21,187.8952,Nordeste,Salvador,Online,Vendedor_10,732.38,Não,6,No prazo
